"STATION","NAME","DATE","PRCP","SNOW","TAVG","TMAX","TMIN"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2006-05","4.72","0.0","53.1","62.0","44.1"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2006-06","3.53","0.0","62.9","73.3","52.4"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2006-07","3.47","0.0","71.9","83.2","60.6"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2006-08","1.17","0.0","66.0","75.5","56.5"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2006-09","2.86","0.0","54.3","64.0","44.7"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2006-10","1.78","4.1","39.8","48.3","31.3"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2006-11","1.22","4.0","31.8","38.5","25.1"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2006-12","1.23","10.1","23.8","30.1","17.5"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2007-01","0.20","4.5","13.7","21.4","6.0"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2007-02","1.48","19.7","8.0","15.7","0.2"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2007-03","2.50","25.5","29.4","38.8","20.0"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2007-04","2.22","12.7","38.9","49.1","28.6"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2007-05","3.39","0.1","53.9","64.6","43.2"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2007-06","2.68","0.0","63.1","74.1","52.0"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2007-07","1.87","0.0","67.4","78.2","56.6"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2007-08","1.39","0.0","65.1","75.3","54.9"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2007-09","4.39","0.0","57.4","67.5","47.3"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2007-10","6.80","0.0","47.7","55.6","39.9"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2007-11","0.66","6.1","28.8","34.8","22.9"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2007-12","2.46","35.6","13.4","20.3","6.4"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2008-01","0.13","2.9","10.0","18.4","1.6"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2008-02","0.38","7.2","10.2","19.2","1.2"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2008-03","0.81","13.6","22.3","30.7","13.9"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2008-04","3.78","14.6","37.8","45.4","30.3"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2008-05","2.74","0.5","48.5","58.9","38.0"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2008-06","5.21","0.0","60.0","69.9","50.1"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2008-07","4.58","0.0","64.4","74.7","54.2"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2008-08","2.90","0.0","64.4","75.1","53.7"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2008-09","4.17","0.0","56.2","65.0","47.3"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2008-10","2.94","0.2","44.6","52.6","36.6"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2008-11","1.44","3.3","28.9","35.1","22.6"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2008-12","1.94","37.2","7.0","16.2","-2.1"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2009-01","0.54","9.4","3.3","13.1","-6.6"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2009-02","0.98","7.2","15.2","24.2","6.2"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2009-03","3.37","15.5","24.6","32.6","16.6"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2009-04","0.89","1.2","39.7","48.8","30.6"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2009-05","2.13","0.0","50.2","62.0","38.3"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2009-06","1.81","0.0","58.8","69.3","48.3"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2009-07","3.33","0.0","62.1","72.2","52.0"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2009-08","6.02","0.0","62.2","71.9","52.5"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2009-09","1.40","0.0","62.0","71.6","52.4"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2009-10","4.60","3.7","39.0","44.8","33.3"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2009-11","1.15","1.1","37.9","45.1","30.7"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2009-12","2.90","33.5","12.4","19.1","5.7"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2010-01","1.10","14.6","10.6","18.3","3.0"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2010-02","0.42","8.5","15.5","26.8","4.2"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2010-03","0.94","0.0","37.1","46.7","27.4"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2010-04","0.76","0.0","46.1","57.1","35.0"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2010-05","5.95","4.5","53.8","65.0","42.5"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2010-06","5.26","0.0","59.8","68.8","50.8"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2010-07","2.95","0.0","69.0","78.4","59.6"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2010-08","6.39","0.0","68.2","77.3","59.0"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2010-09","3.48","0.0","52.0","60.6","43.4"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2010-10","3.89","7.7","46.9","56.4","37.4"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2010-11","2.43","28.0","30.5","37.7","23.2"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2010-12","2.08","18.1","12.8","20.0","5.6"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2011-01","1.12","18.6","7.1","13.7","0.4"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2011-02","0.31","3.3","14.5","23.6","5.5"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2011-03","0.83","7.4","24.0","32.5","15.5"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2011-04","3.80","10.6","39.1","47.0","31.2"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2011-05","2.28","0.0","49.7","59.3","40.0"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2011-06","3.72","0.0","58.0","67.0","49.0"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2011-07","4.57","0.0","69.8","80.1","59.6"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2011-08","5.71","0.0","66.8","76.6","56.9"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2011-09","1.48","0.0","56.2","66.4","46.1"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2011-10","1.13","0.0","48.5","57.2","39.8"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2011-11","0.60","3.7","33.1","40.6","25.6"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2011-12","0.56","8.1","21.8","29.2","14.3"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2012-01","0.38","5.2","18.0","26.0","9.9"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2012-02","1.42","19.7","23.7","31.2","16.2"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2012-03","1.63","11.9","39.2","48.3","30.2"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2012-04","3.70","0.6","42.4","52.2","32.7"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2012-05","6.62","0.0","55.0","65.4","44.6"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2012-06","10.03","0.0","64.2","75.8","52.7"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2012-07","3.10","0.0","71.9","82.4","61.3"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2012-08","1.43","0.0","66.1","77.3","55.0"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2012-09","0.84","0.1","56.2","68.4","44.0"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2012-10","1.35","1.1","42.5","50.8","34.2"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2012-11","1.33","10.1","30.9","38.2","23.7"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2012-12","1.44","13.1","18.3","26.0","10.7"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2013-01","1.39","9.3","12.1","20.4","3.8"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2013-02","1.17","19.2","14.6","23.3","5.9"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2013-03","2.04","25.8","21.8","31.5","12.0"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2013-04","5.05","50.8","34.5","42.1","26.8"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2013-05","3.68","0.0","49.6","59.6","39.5"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2013-06","4.54","0.0","61.6","72.0","51.2"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2013-07","1.73","0.0","67.8","78.0","57.6"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2013-08","1.98","0.0","69.0","80.2","57.8"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2013-09","1.26","0.0","59.9","69.8","50.0"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2013-10","3.94","0.3","45.0","52.1","37.9"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2013-11","0.83","4.8","28.0","35.6","20.4"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2013-12","2.89","40.0","4.7","13.2","-3.7"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2014-01","0.74","9.4","1.8","11.5","-7.8"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2014-02","2.12","29.5","5.5","14.9","-3.9"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2014-03","1.91","20.9","18.5","28.4","8.7"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2014-04","3.30","26.3","35.2","43.1","27.2"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2014-05","4.39","0.0","51.9","62.0","41.8"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2014-06","4.47","0.0","60.4","70.2","50.7"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2014-07","3.42","0.0","66.3","76.1","56.4"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2014-08","4.63","0.0","64.7","72.9","56.6"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2014-09","1.65","0.0","57.4","66.6","48.2"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2014-10","1.81","0.1","44.8","52.5","37.1"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2014-11","0.99","16.4","21.9","28.4","15.4"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2014-12","1.26","8.6","21.6","26.7","16.6"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2015-01","0.46","6.6","12.8","20.1","5.6"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2015-02","0.38","8.2","5.4","14.4","-3.5"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2015-03","0.79","8.1","30.7","40.8","20.5"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2015-04","1.04","1.2","42.3","52.4","32.2"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2015-05","3.74","0.0","51.7","61.9","41.6"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2015-06","3.64","0.0","61.4","72.5","50.3"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2015-07","3.01","0.0","69.2","79.6","58.9"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2015-08","4.09","0.0","65.4","75.3","55.5"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2015-09","6.81","0.0","61.5","70.6","52.4"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2015-10","1.91","0.0","46.3","54.7","37.8"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2015-11","2.76","4.4","36.7","44.3","29.2"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2015-12","3.70","24.6","26.5","31.0","22.0"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2016-01","1.05","13.0","13.0","20.8","5.1"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2016-02","0.83","12.2","17.4","26.4","8.5"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2016-03","3.97","17.3","31.7","38.7","24.7"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2016-04","2.40","9.8","37.8","45.7","29.9"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2016-05","1.87","0.1","53.2","65.0","41.3"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2016-06","4.46","0.0","61.5","72.0","50.9"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2016-07","4.40","0.0","67.1","77.2","57.0"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2016-08","4.96","0.0","67.5","77.0","58.0"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2016-09","3.52","0.0","59.9","68.1","51.8"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2016-10","1.55","0.0","47.7","55.8","39.6"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2016-11","2.60","8.1","40.2","47.8","32.7"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2016-12","2.08","21.4","16.0","22.4","9.6"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2017-01","1.17","15.6","16.2","23.4","8.9"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2017-02","1.80","14.1","22.6","31.1","14.1"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2017-03","1.05","5.3","26.4","35.5","17.2"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2017-04","3.03","1.9","42.2","52.2","32.3"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2017-05","4.11","0.8","50.3","59.9","40.7"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2017-06","5.21","0.0","60.9","72.4","49.3"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2017-07","4.11","0.0","65.3","76.1","54.4"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2017-08","7.24","0.0","61.5","70.4","52.6"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2017-09","3.56","0.0","58.6","68.1","49.1"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2017-10","3.41","11.1","45.6","53.9","37.3"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2017-11","1.32","10.5","25.8","33.1","18.6"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2017-12","0.83","13.5","10.7","17.4","4.0"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2018-01","0.63","9.1","11.1","20.4","1.8"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2018-02","1.74","24.2","10.4","20.4","0.5"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2018-03","0.44","5.1","26.2","35.0","17.4"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2018-04","1.39","18.5","32.9","42.8","22.9"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2018-05","2.21","0.0","57.7","71.1","44.3"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2018-06","4.63","0.0","61.8","72.6","51.0"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2018-07","3.28","0.0","69.1","80.0","58.2"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2018-08","3.86","0.0","67.5","77.4","57.7"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2018-09","3.52","0.0","59.1","67.2","51.0"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2018-10","4.67","1.5","41.0","47.2","34.9"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2018-11","1.67","12.2","23.3","29.5","17.1"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2018-12","1.78","19.8","21.7","28.7","14.8"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2019-01","0.80","10.4","7.7","16.2","-0.7"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2019-02","1.88","36.4","10.8","19.9","1.6"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2019-03","1.20","6.7","25.0","34.2","15.7"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2019-04","2.20","6.5","40.2","48.7","31.7"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2019-05","3.88","13.3","49.3","59.7","39.0"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2019-06","4.09","0.0","61.7","73.2","50.2"
"USW00014913","DULUTH INTERNATIONAL AIRPORT, MN US","2019-07","2.64","0.0","71.1","82.1","60.1"
